algorithm,parameters,count,k-nn,epsilon,largeepsilon,rel,qps,p50,p95,p99,p999,distcomps,build,candidates,indexsize,queriessize,dataset
redisearch-hnsw,"Redisearch metric:angular, M:2, ef_construction: 128, ef:200)",2,0.2491,0.25685,0.41485,0.018519411080246517,2893.213065145345,0.32329559326171875,0.46588182449340804,0.5731630325317384,1.4338865280151443,0.0,257.83092880249023,2.0,0.000301361083984375,1.041613863890234e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:1, ef_construction: 128, ef:80)",2,0.0,0.0,0.0,inf,12964.962209905269,0.07486343383789062,0.08344650268554688,0.09703874588012701,0.7310135364532516,0.0,19.150010585784912,0.0,0.000301361083984375,2.3244270141731247e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:12, ef_construction: 128, ef:120)",2,0.9019,0.9139,0.9854,0.014270701706199772,2274.523431316215,0.4353523254394531,0.5209565162658689,0.633022785186768,1.8677749633789071,0.0,483.9528317451477,2.0,0.000301361083984375,1.324941655184375e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:2, ef_construction: 128, ef:10)",2,0.03405,0.0346,0.06035,0.027119550271187128,8284.650547993666,0.11873245239257812,0.13256072998046875,0.14328956604003906,0.20861768722534207,0.0,257.83092880249023,2.0,0.000301361083984375,3.637583531599375e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:2, ef_construction: 256, ef:80)",2,0.184,0.19035,0.2986,0.02063333299994671,3763.8298832714013,0.24771690368652344,0.3495216369628906,0.42963743209838884,1.0507164001464855,0.0,484.5824751853943,2.0,0.000301361083984375,8.006766865946702e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:8, ef_construction: 256, ef:80)",2,0.8111,0.82505,0.94375,0.014561296542133416,3067.5833839135857,0.3178119659423828,0.40340423583984375,0.49067020416259777,1.0838756561279348,0.0,717.2504217624664,2.0,0.00035858154296875,1.1689382099575595e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:24, ef_construction: 128, ef:120)",2,0.95835,0.96545,0.9969,0.014149546110458933,1550.0528029309469,0.6439685821533203,0.7810592651367188,1.3015556335449225,1.8837850093841635,0.0,678.2986147403717,2.0,0.00035858154296875,2.3133505019359292e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:36, ef_construction: 128, ef:10)",2,0.73875,0.755,0.9134,0.01472215091640489,4690.731109404995,0.2086162567138672,0.2658367156982422,0.2989768981933594,0.3764793872833285,0.0,764.2751049995422,2.0,0.00035858154296875,7.644470224477119e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:48, ef_construction: 512, ef:10)",2,0.79275,0.80825,0.95245,0.0144816898947446,4585.695896154308,0.21409988403320312,0.26988983154296875,0.30207872390747076,0.46851015090942744,0.0,3337.2096421718597,2.0,0.00035858154296875,7.819566562830005e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:4, ef_construction: 512, ef:400)",2,0.81015,0.82485,0.94515,0.014581725743188115,1414.6703771921207,0.6780624389648438,0.8831143379211424,1.379497051239014,2.487187147140504,0.0,1019.4500277042389,2.0,0.00035858154296875,2.534735644076136e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:2, ef_construction: 128, ef:400)",2,0.3238,0.33435,0.52985,0.01724372925485596,1822.989429470439,0.5093812942504883,0.7441163063049314,1.090309619903565,2.4461781978607187,0.0,257.83092880249023,2.0,0.000301361083984375,1.6531148185094935e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:4, ef_construction: 256, ef:400)",2,0.791,0.8054,0.935,0.01464553164574879,1246.0515595043937,0.7598400115966797,1.039266586303711,1.5187430381774907,2.079006910324193,0.0,624.9571259021759,2.0,0.000301361083984375,2.418528203634196e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:48, ef_construction: 256, ef:200)",2,0.99465,0.9964,0.99985,0.014098088445343462,814.5003172611937,1.2532472610473633,1.6095757484436033,2.225160598754883,2.6242778301239023,0.0,1624.1884636878967,2.0,0.000301361083984375,3.6999504800405696e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:24, ef_construction: 512, ef:10)",2,0.71825,0.73505,0.90245,0.014766721686341152,4879.162240859824,0.2002716064453125,0.24652481079101562,0.27514219284057634,0.5006968975067175,0.0,2470.4884536266327,2.0,0.00035858154296875,7.349244096985786e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:8, ef_construction: 128, ef:20)",2,0.5931,0.606,0.7629,0.015856551543884413,4927.03026156711,0.1964569091796875,0.2486705780029297,0.28443336486816406,0.9119513034820557,0.0,423.0112199783325,2.0,0.00035858154296875,7.277843324118293e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:24, ef_construction: 512, ef:200)",2,0.9853,0.988,0.99955,0.014110028546053224,1042.1088807081017,0.9589195251464844,1.1184215545654297,1.683771610260011,2.9450454711914267,0.0,2470.4884536266327,2.0,0.00035858154296875,3.440922053414397e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:2, ef_construction: 512, ef:80)",2,0.1971,0.20315,0.31215,0.020760845951120196,4105.209861929502,0.2300739288330078,0.3180503845214844,0.37671089172363303,0.9875428676605251,0.0,727.9674365520477,2.0,0.00035858154296875,8.734792008908699e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:48, ef_construction: 256, ef:40)",2,0.9376,0.94795,0.99555,0.01417531882264759,2613.6695603969397,0.3807544708251953,0.4832744598388672,0.5424022674560547,1.1277322769165063,0.0,1624.1884636878967,2.0,0.000301361083984375,1.1530190677149222e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:36, ef_construction: 512, ef:40)",2,0.9263,0.93745,0.99425,0.014192038435327297,2611.0036552024276,0.37932395935058594,0.46539306640625,0.5371594429016113,1.1024494171142583,0.0,3019.2904663085938,2.0,0.00072479248046875,2.7759152271755735e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:16, ef_construction: 512, ef:80)",2,0.9171,0.92725,0.99135,0.014224192911826604,2263.5564467610607,0.4372596740722656,0.522613525390625,0.7853889465332091,1.2297697067260756,0.0,1942.1130805015564,2.0,0.000301361083984375,1.331361028860556e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:16, ef_construction: 256, ef:10)",2,0.65,0.665,0.8375,0.015169770341519484,5569.689910004371,0.17499923706054688,0.2117156982421875,0.23674964904785156,0.2973096370697025,0.0,954.23251080513,2.0,0.000301361083984375,5.4107336109154863e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:24, ef_construction: 256, ef:40)",2,0.894,0.90635,0.9864,0.014263406229349138,3017.975150207854,0.32639503479003906,0.40340423583984375,0.458271503448487,1.0602529048919689,0.0,1221.9410920143127,2.0,0.00035858154296875,1.1881527352670673e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:16, ef_construction: 128, ef:120)",2,0.9328,0.94235,0.9936,0.014195635606268762,1827.6625215199942,0.5420446395874023,0.6432533264160156,1.1513710021972667,1.9531390666961699,0.0,571.6144030094147,2.0,0.00035858154296875,1.9619680260802854e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:2, ef_construction: 128, ef:20)",2,0.05905,0.0605,0.10235,0.02512348788348568,6561.938788776425,0.14781951904296875,0.17833709716796875,0.20837783813476562,0.8025176525115968,0.0,257.83092880249023,2.0,0.000301361083984375,4.5925616450404046e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:4, ef_construction: 256, ef:20)",2,0.32595,0.33415,0.45395,0.019085143508525526,5775.992561435361,0.1678466796875,0.209808349609375,0.23794412612915045,0.6210167407989858,0.0,624.9571259021759,2.0,0.000301361083984375,5.217477009864524e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:16, ef_construction: 256, ef:20)",2,0.7688,0.78405,0.9267,0.01464798359457427,4819.893940140889,0.2014636993408203,0.24628639221191406,0.2753734588623047,0.8540205955505382,0.0,954.23251080513,2.0,0.000301361083984375,6.252442226468702e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:36, ef_construction: 128, ef:400)",2,0.99525,0.99615,0.99985,0.0140986185660424,499.8450282872236,2.0461082458496094,2.6879429817199707,3.5319948196411146,4.274845838546753,0.0,764.2751049995422,2.0,0.00035858154296875,7.17385434836615e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:8, ef_construction: 512, ef:200)",2,0.89785,0.9101,0.9838,0.014289276773444895,1662.7211285577582,0.5891323089599609,0.7100105285644531,1.2700676918029787,2.1238641738891664,0.0,1365.0690882205963,2.0,0.000301361083984375,1.8124571752196061e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:2, ef_construction: 512, ef:40)",2,0.1215,0.12485,0.19655,0.023001089398361263,5458.6061625201055,0.17571449279785156,0.22935867309570312,0.26583909988403326,0.8573648929595971,0.0,727.9674365520477,2.0,0.00035858154296875,6.569104498339584e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:36, ef_construction: 256, ef:400)",2,0.99755,0.99845,0.99995,0.014095203916503136,446.22163628699866,2.285480499267578,2.898693084716797,3.807754516601567,4.991108894348155,0.0,1576.830417394638,2.0,0.00035858154296875,8.035951505007687e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:16, ef_construction: 128, ef:80)",2,0.9054,0.91745,0.98705,0.01425531005537186,2417.7748099959267,0.40841102600097656,0.4928231239318846,0.5824565887451172,1.4772529602050803,0.0,571.6144030094147,2.0,0.00035858154296875,1.4831056287221146e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:2, ef_construction: 256, ef:40)",2,0.11465,0.1182,0.1904,0.022939536598174104,5061.390555482951,0.18930435180664062,0.2536773681640625,0.3020834922790529,0.9241201877594014,0.0,484.5824751853943,2.0,0.000301361083984375,5.954116377324681e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:16, ef_construction: 128, ef:10)",2,0.6366,0.651,0.8215,0.015308968387786843,5232.5600833755625,0.18668174743652344,0.2295970916748047,0.2625012397766114,0.4142022132873676,0.0,571.6144030094147,2.0,0.00035858154296875,6.85288916429272e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:8, ef_construction: 512, ef:40)",2,0.73115,0.74635,0.8942,0.014874892845109509,4010.363082703488,0.240325927734375,0.30422210693359375,0.3459453582763672,0.9505763053894046,0.0,1365.0690882205963,2.0,0.000301361083984375,7.514558601542377e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:24, ef_construction: 512, ef:120)",2,0.96865,0.9742,0.9987,0.014129891359991735,1614.5908398281838,0.6165504455566406,0.7178783416748047,1.2353301048278826,1.7812774181366073,0.0,2470.4884536266327,2.0,0.00035858154296875,2.2208818118087946e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:48, ef_construction: 512, ef:120)",2,0.9898,0.99225,0.9996,0.014103166141615171,1140.7804341777417,0.8933544158935547,1.0759830474853516,1.6088747978210456,2.5633194446563885,0.0,3337.2096421718597,2.0,0.00035858154296875,3.1433002550329546e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:4, ef_construction: 128, ef:80)",2,0.54325,0.55605,0.71455,0.0162650582412554,3550.104218562229,0.2658367156982422,0.36454200744628906,0.43297052383422857,1.096158027648956,0.0,361.66703271865845,2.0,0.000301361083984375,8.4887954108126e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:4, ef_construction: 128, ef:20)",2,0.30445,0.3121,0.4331,0.01934478499232258,5585.748610522553,0.171661376953125,0.21768808364868147,0.2505779266357422,0.8247003555297873,0.0,361.66703271865845,2.0,0.000301361083984375,5.3951780682837134e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:36, ef_construction: 512, ef:400)",2,0.9988,0.99915,1.0,0.01409421578465551,467.70690569150804,2.1729469299316406,2.6338815689086905,3.4707069396972665,4.242941856384286,0.0,3019.2904663085938,2.0,0.00072479248046875,1.5496723945034317e-06,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:36, ef_construction: 256, ef:10)",2,0.75835,0.7742,0.9315,0.01462053267647525,4448.8885320230465,0.2205371856689453,0.2791881561279297,0.31137943267822277,0.4673233032226609,0.0,1576.830417394638,2.0,0.00035858154296875,8.060025338636479e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:24, ef_construction: 128, ef:40)",2,0.88285,0.8957,0.98205,0.014292446224827563,3060.5496885893845,0.3218650817871094,0.4038810729980469,0.46301126480102545,1.328745126724251,0.0,678.2986147403717,2.0,0.00035858154296875,1.1716246408468577e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:48, ef_construction: 256, ef:400)",2,0.9989,0.9993,0.99995,0.014094183361923094,440.0145628599066,2.311229705810547,3.024590015411377,3.737704753875733,4.251747369766242,0.0,1624.1884636878967,2.0,0.000301361083984375,6.848888864624315e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:12, ef_construction: 128, ef:200)",2,0.93255,0.9426,0.99285,0.01420315566404458,1583.8259364758885,0.6251335144042969,0.7343292236328125,1.268434524536134,2.4791550636291664,0.0,483.9528317451477,2.0,0.000301361083984375,1.902741185404011e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:4, ef_construction: 512, ef:20)",2,0.3391,0.34665,0.4752,0.01884487715952705,6273.883792579553,0.1537799835205078,0.1881122589111328,0.21123886108398438,0.7426779270172127,0.0,1019.4500277042389,2.0,0.00035858154296875,5.715463576052571e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:48, ef_construction: 128, ef:200)",2,0.9881,0.9908,0.9995,0.014106122403800875,779.6202048932809,1.277923583984375,1.7430782318115234,2.274532318115235,2.834798097610474,0.0,833.4511194229126,2.0,0.00035858154296875,4.599438812874723e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:1, ef_construction: 512, ef:120)",2,0.0,0.0,0.0,inf,12789.46180820247,0.07510185241699219,0.08320808410644531,0.09131669998168951,0.7300539016723666,0.0,18.686721801757812,0.0,0.00035858154296875,2.803726601996459e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:16, ef_construction: 256, ef:120)",2,0.9409,0.9498,0.995,0.014181992594206393,1909.4717410925775,0.5178451538085938,0.6093978881835938,1.001870632171642,1.8537654876709109,0.0,954.23251080513,2.0,0.000301361083984375,1.5782432255946333e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:8, ef_construction: 512, ef:120)",2,0.85775,0.8715,0.9702,0.014394369991960528,2357.003769640204,0.41294097900390625,0.5125999450683594,1.0055422782897978,1.4872622489929215,0.0,1365.0690882205963,2.0,0.000301361083984375,1.2785770131813478e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:36, ef_construction: 128, ef:20)",2,0.83765,0.85325,0.9675,0.014404568677458882,3823.2081264174194,0.26416778564453125,0.3402352333068846,0.38862466812133795,0.9439013004302983,0.0,764.2751049995422,2.0,0.00035858154296875,9.379074617754668e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:8, ef_construction: 512, ef:20)",2,0.62175,0.6353,0.8006,0.015492314509020298,4959.492139408148,0.19550323486328125,0.24461746215820312,0.27632713317871094,0.8695180416107189,0.0,1365.0690882205963,2.0,0.000301361083984375,6.076450481486973e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:2, ef_construction: 256, ef:120)",2,0.2347,0.2431,0.3736,0.019460047796703364,3067.6612365538076,0.3039836883544922,0.4382133483886719,0.5748271942138672,1.1830828189849956,0.0,484.5824751853943,2.0,0.000301361083984375,9.823805849009659e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:1, ef_construction: 128, ef:10)",2,0.0,0.0,0.0,inf,12849.353626937449,0.07486343383789062,0.08106231689453125,0.09870529174804688,0.4240114688873987,0.0,19.150010585784912,0.0,0.000301361083984375,2.3453404173778836e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:12, ef_construction: 128, ef:40)",2,0.79855,0.81355,0.94015,0.014587393874173547,4104.320467635513,0.2372264862060547,0.2944469451904297,0.3304505348205567,1.2123641967773449,0.0,483.9528317451477,2.0,0.000301361083984375,7.342532981056138e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:2, ef_construction: 512, ef:400)",2,0.43665,0.4503,0.63915,0.01668908717971961,1728.6851038411492,0.5304813385009766,0.7870197296142578,1.1758899688720705,2.145533800125123,0.0,727.9674365520477,2.0,0.00035858154296875,2.0743022669194034e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:12, ef_construction: 512, ef:400)",2,0.9729,0.97775,0.9982,0.014133365470739859,909.7364766434172,1.0957717895507812,1.251220703125,2.1395969390869145,2.963788747787477,0.0,1475.6666610240936,2.0,0.00035858154296875,3.941597948141862e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:4, ef_construction: 128, ef:400)",2,0.7535,0.7708,0.9147,0.014765020229382907,1287.5051950016127,0.7412433624267578,1.0235786437988275,1.6110277175903327,2.0997755527496387,0.0,361.66703271865845,2.0,0.000301361083984375,2.340659169021819e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:16, ef_construction: 128, ef:40)",2,0.84125,0.85615,0.9645,0.01441725455875216,3509.401779055745,0.278472900390625,0.3464221954345703,0.3972077369689942,0.9887237548828129,0.0,571.6144030094147,2.0,0.00035858154296875,1.0217739818472182e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:2, ef_construction: 512, ef:120)",2,0.25745,0.26555,0.397,0.01948512877636852,3350.924812982175,0.2789497375488281,0.3962635993957518,0.49544572830200223,1.335155010223391,0.0,727.9674365520477,2.0,0.00035858154296875,1.0700972507038386e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:12, ef_construction: 512, ef:200)",2,0.94455,0.9528,0.99505,0.014180674624845414,1586.3973375570654,0.6244182586669922,0.7221817970275877,1.28007173538208,2.02878928184511,0.0,1475.6666610240936,2.0,0.00035858154296875,2.2603513916692465e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:8, ef_construction: 128, ef:200)",2,0.8764,0.88885,0.97595,0.014356373378538486,1889.7882729970315,0.5168914794921875,0.6344437599182127,0.9360504150390629,2.058986186981202,0.0,423.0112199783325,2.0,0.00035858154296875,1.8974694048665696e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:36, ef_construction: 512, ef:120)",2,0.9836,0.9878,0.99955,0.014109777246074434,1301.5769910776135,0.7728338241577148,0.9119510650634766,1.455790996551514,1.974117517471316,0.0,3019.2904663085938,2.0,0.00072479248046875,5.568571705225622e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:24, ef_construction: 128, ef:200)",2,0.9773,0.98215,0.999,0.014121932729019923,1083.4941730243713,0.9202957153320312,1.1162877082824705,1.7008781433105469,2.590661048889161,0.0,678.2986147403717,2.0,0.00035858154296875,3.3094921218435046e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:8, ef_construction: 128, ef:120)",2,0.83645,0.85025,0.9588,0.01447764831357659,2643.6531301981695,0.3662109375,0.46397447586059554,0.5440759658813478,1.7864859104156525,0.0,423.0112199783325,2.0,0.00035858154296875,1.356386504994589e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:12, ef_construction: 256, ef:80)",2,0.88195,0.8933,0.9783,0.014325343412478212,2455.027926698905,0.3974437713623047,0.48805475234985335,0.6118464469909682,1.194955110549927,0.0,901.8375282287598,2.0,0.000301361083984375,1.2275260933165556e-07,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:4, ef_construction: 512, ef:10)",2,0.2176,0.2229,0.32095,0.02103706125708474,7326.674007948707,0.13399124145507812,0.15664100646972656,0.17237901687622076,0.242721796035769,0.0,1019.4500277042389,2.0,0.00035858154296875,4.8941926797851923e-08,glove-50-angular
redisearch-hnsw,"Redisearch metric:angular, M:36, ef_construction: 512, ef:80)",2,0.97,0.9764,0.99915,0.014125510775409193,1769.4020339730096,0.5688667297363281,0.6723523139953611,1.0937047004699725,1.6143336296081545,0.0,3019.2904663085938,2.0,0.00072479248046875,4.096256625416573e-07,glove-50-angular
